SKU,Item Name,Customer-facing Name,Default Vendor Name,Reporting Category,Default Vendor Code,Default Unit Cost,Current Selling Price,Current Gross Margin %,Current Markup %,Suggested Selling Price,Suggested Gross Margin %,Suggested Markup %,Target Gross Margin %,Minimum Dollar Profit,Cost Band,Strategy Tags,Rounding Profile,Pricing Rule,Pricing Action,Pricing Notes,Strategy Notes,Sales Demand Tier,Sales Lines,Sales Quantity Sold,Sales Net Sales,Average Realized Unit Price,Sales Signal Trusted,Sales Match Types,Sales Pricing Note,Last Price Update Date,Last Price Update Reason,Override Notes
1680,"REA-C-H Extension Poles 3- Sec, 9'","REA-C-H Extension Poles 3- Sec, 9'",JRacenstein,JRacenstein,1680,42.27,84.54,50.0%,100.0%,84.54,50.0%,100.0%,33.0%,7.00,20-49.99,"bundle, premium_tool",ending_.99,20-49.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1684,"REA-C-H Extension Poles 3- Sec, 12'","REA-C-H Extension Poles 3- Sec, 12'",JRacenstein,JRacenstein,1684,48.25,96.49,50.0%,100.0%,96.49,50.0%,100.0%,33.0%,7.00,20-49.99,"bundle, premium_tool",ending_.99,20-49.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1688,"REA-C-H Extension Poles 3- Sec, 15'","REA-C-H Extension Poles 3- Sec, 15'",JRacenstein,JRacenstein,1688,56.38,112.75,50.0%,100.0%,112.75,50.0%,100.0%,32.0%,10.00,50-99.99,"bundle, premium_tool",ending_.99,50-99.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-REA-C-H-EXTENSION-POLES-3-SEC-18,"REA-C-H Extension Poles 3- Sec, 18'","REA-C-H Extension Poles 3- Sec, 18'",JRacenstein,JRacenstein,1692,64.79,129.57,50.0%,100.0%,129.57,50.0%,100.0%,32.0%,10.00,50-99.99,"bundle, premium_tool",ending_.99,50-99.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1695,"REA-C-H Extension Poles 3- Sec, 24'","REA-C-H Extension Poles 3- Sec, 24'",JRacenstein,JRacenstein,1695,80.53,161.05,50.0%,100.0%,161.05,50.0%,100.0%,32.0%,10.00,50-99.99,"bundle, premium_tool",ending_.99,50-99.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-REA-C-H-EXTENSION-POLES-3-SEC-27,"REA-C-H Extension Poles 3- Sec, 27'","REA-C-H Extension Poles 3- Sec, 27'",JRacenstein,JRacenstein,1699,88.42,176.83,50.0%,100.0%,176.83,50.0%,100.0%,32.0%,10.00,50-99.99,"bundle, premium_tool",ending_.99,50-99.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-PRO-POLE-TIP,Pro+ Pole Tip,Pro+ Pole Tip,JRacenstein,JRacenstein,1700,3.59,7.17,49.9%,99.7%,7.17,49.9%,99.7%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-GOLDEN-GLOVE-WASHER-COMPLETE-SLE,"Golden Glove Washer Complete, Sleeve, 10""","Golden Glove Washer Complete, Sleeve, 10""",JRacenstein,JRacenstein,1814,11.98,23.96,50.0%,100.0%,23.96,50.0%,100.0%,36.0%,4.50,10-19.99,"chemical, bundle",ending_.99,10-19.99 + chemical + bundle,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Chemical/restoration products carry a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-GOLDEN-GLOVE-WASHER-COMPLETE-S-2,"Golden Glove Washer Complete, Sleeve, 14""","Golden Glove Washer Complete, Sleeve, 14""",JRacenstein,JRacenstein,1816,13.90,27.80,50.0%,100.0%,27.80,50.0%,100.0%,36.0%,4.50,10-19.99,"chemical, bundle",ending_.99,10-19.99 + chemical + bundle,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Chemical/restoration products carry a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-GOLDEN-GLOVE-WASHER-COMPLETE-S-3,"Golden Glove Washer Complete, Sleeve, 18""","Golden Glove Washer Complete, Sleeve, 18""",JRacenstein,JRacenstein,1818,15.60,31.20,50.0%,100.0%,31.20,50.0%,100.0%,36.0%,4.50,10-19.99,"chemical, bundle",ending_.99,10-19.99 + chemical + bundle,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Chemical/restoration products carry a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1880,"Dura 2 Sleeve, 14""","Dura 2 Sleeve, 14""",JRacenstein,JRacenstein,1880,8.90,17.80,50.0%,100.0%,17.80,50.0%,100.0%,30.0%,3.00,5-9.99,bundle,ending_.99,5-9.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-DURA-2-SLEEVE-18,"Dura 2 Sleeve, 18""","Dura 2 Sleeve, 18""",JRacenstein,JRacenstein,1883,10.46,20.92,50.0%,100.0%,20.92,50.0%,100.0%,29.0%,4.50,10-19.99,bundle,ending_.99,10-19.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 10-19.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1886,"Dura 2 Sleeve, 22""","Dura 2 Sleeve, 22""",JRacenstein,JRacenstein,1886,11.52,23.03,50.0%,99.9%,23.03,50.0%,99.9%,29.0%,4.50,10-19.99,bundle,ending_.99,10-19.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 10-19.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-REPLACEMENT-GRIPS-2-SEC,Replacement Grips 2-Sec,Replacement Grips 2-Sec,JRacenstein,JRacenstein,1904,3.11,6.21,49.9%,99.7%,6.21,49.9%,99.7%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-REPLACEMENT-GRIPS-3-SEC,Replacement Grips 3-Sec,Replacement Grips 3-Sec,JRacenstein,JRacenstein,1906,3.11,6.21,49.9%,99.7%,6.21,49.9%,99.7%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-CONE-AND-CLAMP-ASSEMBLIES-SMALL,Cone and Clamp Assemblies Small,Cone and Clamp Assemblies Small,JRacenstein,JRacenstein,1908,5.67,11.33,50.0%,99.8%,11.33,50.0%,99.8%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-REPLACEMENT-GRIPS-4-SEC,Replacement Grips 4-Sec,Replacement Grips 4-Sec,JRacenstein,JRacenstein,1909,3.77,7.54,50.0%,100.0%,7.54,50.0%,100.0%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1910,Cone and Clamp Assemblies Large,Cone and Clamp Assemblies Large,JRacenstein,JRacenstein,1910,6.48,12.96,50.0%,100.0%,12.96,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-ALUMINUM-CHANNEL-WITH-RUBBER-12,"Aluminum Channel with Rubber 12""","Aluminum Channel with Rubber 12""",JRacenstein,JRacenstein,1912,7.04,14.08,50.0%,100.0%,14.08,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1914,"Aluminum Channel with Rubber 14""","Aluminum Channel with Rubber 14""",JRacenstein,JRacenstein,1914,8.04,16.07,50.0%,99.9%,16.07,50.0%,99.9%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1916,"Aluminum Channel with Rubber 16""","Aluminum Channel with Rubber 16""",JRacenstein,JRacenstein,1916,8.83,17.66,50.0%,100.0%,17.66,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1918,"Aluminum Channel with Rubber 18""","Aluminum Channel with Rubber 18""",JRacenstein,JRacenstein,1918,10.20,20.40,50.0%,100.0%,20.40,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-SUPER-BRUSH,Super Brush,Super Brush,JRacenstein,JRacenstein,1947,21.73,43.45,50.0%,100.0%,43.45,50.0%,100.0%,33.0%,7.00,20-49.99,"bundle, premium_tool",ending_.99,20-49.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1950,Cone and Clamp Assemblies XL,Cone and Clamp Assemblies XL,JRacenstein,JRacenstein,1950,7.25,14.49,50.0%,99.9%,14.49,50.0%,99.9%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1957,"Taper T-Bar T-Bar, 10""","Taper T-Bar T-Bar, 10""",JRacenstein,JRacenstein,1957,5.05,10.10,50.0%,100.0%,10.10,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-TAPER-T-BAR-T-BAR-14,"Taper T-Bar T-Bar, 14""","Taper T-Bar T-Bar, 14""",JRacenstein,JRacenstein,1959,5.46,10.92,50.0%,100.0%,10.92,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-TAPER-T-BAR-T-BAR-18,"Taper T-Bar T-Bar, 18""","Taper T-Bar T-Bar, 18""",JRacenstein,JRacenstein,1961,5.96,11.92,50.0%,100.0%,11.92,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1992,"Heavy Duty Super Scraper Complete 6""","Heavy Duty Super Scraper Complete 6""",JRacenstein,JRacenstein,1992,14.67,29.33,50.0%,99.9%,29.33,50.0%,99.9%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1995,"Scrapemaster Complete 4""","Scrapemaster Complete 4""",JRacenstein,JRacenstein,1995,7.78,15.55,50.0%,99.9%,15.55,50.0%,99.9%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
1999,"Scrapemaster Replacement Blades 4""","Scrapemaster Replacement Blades 4""",JRacenstein,JRacenstein,1999,7.78,15.55,50.0%,99.9%,15.55,50.0%,99.9%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
2001,"Scrapemaster Blade Holder 4""","Scrapemaster Blade Holder 4""",JRacenstein,JRacenstein,2001,0.58,1.16,50.0%,100.0%,1.16,50.0%,100.0%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-SCRAPEMASTER-COVER-4,"Scrapemaster Cover 4""","Scrapemaster Cover 4""",JRacenstein,JRacenstein,2003,1.18,2.36,50.0%,100.0%,2.36,50.0%,100.0%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-REA-C-H-WINDOW-CLEANING-DUSTING,REA-C-H Window Cleaning & Dusting Kit,REA-C-H Window Cleaning & Dusting Kit,JRacenstein,JRacenstein,2004,30.47,60.93,50.0%,100.0%,60.93,50.0%,100.0%,33.0%,7.00,20-49.99,"bundle, premium_tool",ending_.99,20-49.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 20-49.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-HEAVY-DUTY-FLOOR-SCRAPER-W-12-HA,"Heavy Duty Floor Scraper w/ 12"" Handle","Heavy Duty Floor Scraper w/ 12"" Handle",JRacenstein,JRacenstein,2005,13.79,27.58,50.0%,100.0%,27.58,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-TOTAL-GLASS-CARE-KIT,Total Glass Care Kit,Total Glass Care Kit,JRacenstein,JRacenstein,2006,21.53,43.06,50.0%,100.0%,43.06,50.0%,100.0%,27.0%,7.00,20-49.99,bundle,ending_.99,20-49.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 20-49.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
2007,"Heavy Duty Floor Scraper w/ 48"" Handle","Heavy Duty Floor Scraper w/ 48"" Handle",JRacenstein,JRacenstein,2007,17.93,35.85,50.0%,99.9%,35.85,50.0%,99.9%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-PRO-SQUEEGEE-COMPLETE-12,"Pro+ Squeegee Complete 12""","Pro+ Squeegee Complete 12""",JRacenstein,JRacenstein,2012,16.20,32.40,50.0%,100.0%,32.40,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
2014,"Pro+ Squeegee Complete 14""","Pro+ Squeegee Complete 14""",JRacenstein,JRacenstein,2014,16.72,33.44,50.0%,100.0%,33.44,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
2016,"Pro+ Squeegee Complete 16""","Pro+ Squeegee Complete 16""",JRacenstein,JRacenstein,2016,17.67,35.33,50.0%,99.9%,35.33,50.0%,99.9%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
2018,"Pro+ Squeegee Complete 18""","Pro+ Squeegee Complete 18""",JRacenstein,JRacenstein,2018,17.92,35.84,50.0%,100.0%,35.84,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-PRO-SQUEEGEE-HANDLE,Pro + Squeegee Handle,Pro + Squeegee Handle,JRacenstein,JRacenstein,2020,9.45,18.90,50.0%,100.0%,18.90,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-HEAVY-DUTY-SUPER-SCRAPER-REPLACE,"Heavy Duty Super Scraper Replacement Blades 6""","Heavy Duty Super Scraper Replacement Blades 6""",JRacenstein,JRacenstein,2031,9.79,19.57,50.0%,99.9%,19.57,50.0%,99.9%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-LEATHER-HOLSTER,Leather Holster,Leather Holster,JRacenstein,JRacenstein,2042,12.64,25.28,50.0%,100.0%,25.28,50.0%,100.0%,29.0%,4.50,10-19.99,bundle,ending_.99,10-19.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 10-19.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-TOOLBELT,Toolbelt,Toolbelt,JRacenstein,JRacenstein,2044,18.60,37.19,50.0%,99.9%,37.19,50.0%,99.9%,29.0%,4.50,10-19.99,bundle,ending_.99,10-19.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 10-19.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
2046,Dual Holster,Dual Holster,JRacenstein,JRacenstein,2046,22.79,45.57,50.0%,100.0%,45.57,50.0%,100.0%,27.0%,7.00,20-49.99,bundle,ending_.99,20-49.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 20-49.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
2383,"Reach Number 1 Replacement Sec, 6'","Reach Number 1 Replacement Sec, 6'",JRacenstein,JRacenstein,2383,10.66,21.32,50.0%,100.0%,21.32,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-REACH-NUMBER-1-REPLACEMENT-SEC-8,"Reach Number 1 Replacement Sec, 8'","Reach Number 1 Replacement Sec, 8'",JRacenstein,JRacenstein,2384,16.36,32.72,50.0%,100.0%,32.72,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
2506,Starter Window Cleaning Kit,Starter Window Cleaning Kit,JRacenstein,JRacenstein,2506,109.17,218.34,50.0%,100.0%,218.34,50.0%,100.0%,30.0%,16.00,100-249.99,"bundle, premium_tool",ending_5_minus_.01,100-249.99 + bundle + premium_tool,keep_current,Current price is above the target band and was preserved for review.,Base cost band 100-249.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
2508,Ettore Welcome Cleaning Set,Ettore Welcome Cleaning Set,JRacenstein,JRacenstein,2508,102.54,205.07,50.0%,100.0%,205.07,50.0%,100.0%,30.0%,16.00,100-249.99,"bundle, premium_tool",ending_5_minus_.01,100-249.99 + bundle + premium_tool,keep_current,Current price is above the target band and was preserved for review.,Base cost band 100-249.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-UNIVERSAL-WINDOW-CLEANING-KIT,Universal Window Cleaning Kit,Universal Window Cleaning Kit,JRacenstein,JRacenstein,2510,76.94,153.88,50.0%,100.0%,153.88,50.0%,100.0%,32.0%,10.00,50-99.99,"bundle, premium_tool",ending_.99,50-99.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 50-99.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
2610,ProGrip Handle,ProGrip Handle,JRacenstein,JRacenstein,2610,9.96,19.92,50.0%,100.0%,19.92,50.0%,100.0%,36.0%,3.00,5-9.99,"bundle, premium_tool",ending_.99,5-9.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 5-9.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-SUPER-BUCKET-HANDLE,"Super Bucket, Handle","Super Bucket, Handle",JRacenstein,JRacenstein,2967,7.12,14.23,50.0%,99.9%,14.23,50.0%,99.9%,30.0%,3.00,5-9.99,bundle,ending_.99,5-9.99 + bundle,keep_current,Current price is above the target band and was preserved for review.,Base cost band 5-9.99. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-FOAM-GRIP,Foam Grip,Foam Grip,JRacenstein,JRacenstein,3003,0.67,1.33,49.6%,98.5%,1.33,49.6%,98.5%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
3106,"Heavy Duty Super Scraper Cover 4""","Heavy Duty Super Scraper Cover 4""",JRacenstein,JRacenstein,3106,1.15,2.30,50.0%,100.0%,2.30,50.0%,100.0%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-HEAVY-DUTY-SUPER-SCRAPER-COVER-6,"Heavy Duty Super Scraper Cover 6""","Heavy Duty Super Scraper Cover 6""",JRacenstein,JRacenstein,3107,1.33,2.65,49.8%,99.2%,2.65,49.8%,99.2%,37.0%,2.00,0-4.99,"bundle, premium_tool",ending_.99,0-4.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 0-4.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
3212,"Aluminum Squeegees, Complete, 12""","Aluminum Squeegees, Complete, 12""",JRacenstein,JRacenstein,3212,11.48,22.95,50.0%,99.9%,22.95,50.0%,99.9%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-ALUMINUM-SQUEEGEES-COMPLETE-14,"Aluminum Squeegees, Complete, 14""","Aluminum Squeegees, Complete, 14""",JRacenstein,JRacenstein,3214,12.43,24.86,50.0%,100.0%,24.86,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-ALUMINUM-SQUEEGEES-COMPLETE-16,"Aluminum Squeegees, Complete, 16""","Aluminum Squeegees, Complete, 16""",JRacenstein,JRacenstein,3216,13.20,26.40,50.0%,100.0%,26.40,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
JRACEN-ALUMINUM-SQUEEGEES-COMPLETE-18,"Aluminum Squeegees, Complete, 18""","Aluminum Squeegees, Complete, 18""",JRacenstein,JRacenstein,3218,14.55,29.10,50.0%,100.0%,29.10,50.0%,100.0%,35.0%,4.50,10-19.99,"bundle, premium_tool",ending_.99,10-19.99 + bundle + premium_tool,keep_current,Current price is within the acceptable strategic band and was preserved.,Base cost band 10-19.99. Premium cleaning tools support a stronger margin target. Bundle or bulk packaging gets a modest premium.,,,,,,,,,,,
