Sales Category,Sales Item,Sales SKU,Sales GTIN,Sales Lines,Quantity Sold,Gross Sales,Discounts,Net Sales,First Sale Date,Last Sale Date,Match Type,Match Accepted,Match Score,Second Best Score,Matched Master SKU,Matched Catalog Item,Matched Vendor,Matched Catalog Price,Matched Catalog Cost,Match Reason,Top Candidate 1 Score,Top Candidate 1 Item,Top Candidate 1 SKU,Top Candidate 1 Vendor,Top Candidate 1 Reason,Top Candidate 2 Score,Top Candidate 2 Item,Top Candidate 2 SKU,Top Candidate 2 Vendor,Top Candidate 2 Reason,Top Candidate 3 Score,Top Candidate 3 Item,Top Candidate 3 SKU,Top Candidate 3 Vendor,Top Candidate 3 Reason
Tools,Chemical Resistant 32oz Trigger Spray Bottle (Blue Top),888886B,,6,6,93.00,-3.98,89.02,2025-04-26,2025-10-22,unmatched,N,0.323,0.318,,,,,,"2 shared tokens, category fit",0.323,"BALL VALVE, POLY 1"" FPT (CHEMICAL RESISTANT)",6129,Barrens,"2 shared tokens, category fit",0.318,"BALL VALVE, POLY 3/8 FPT (CHEMICAL RESISTANT)",6075,Barrens,"2 shared tokens, category fit",0.318,"BALL VALVE, POLY 3/4 FPT (CHEMICAL RESISTANT)",6126,Barrens,"2 shared tokens, category fit"
Tools,Solo Clean Line Hand Sprayer Acid,Z737412,,3,3,85.50,-1.17,84.33,2025-03-26,2026-02-11,unmatched,N,0.317,0.315,,,,,,"1 shared tokens, category fit",0.317,CLEAN UP- Eflo Remover,300600-1GAL,MPWSR,"1 shared tokens, category fit",0.315,2 GAL. PUMP UP POLY SPRAYER 1.6 GAL CAP,6637,Barrens,"1 shared tokens, category fit",0.308,SOLO 430-2G PUMP UP 2 GAL. SPRAYER,5427,Barrens,"2 shared tokens, category fit"
Sorbo,Sorbo Squeegee Glide,H149092,642086021052,5,5,83.75,0.00,83.75,2025-03-21,2026-03-13,unmatched,N,0.416,0.395,,,,,,"1 shared tokens, category fit",0.416,Ettore Squeegee Off Soap,30116,JRacenstein,"1 shared tokens, category fit",0.395,"Industrial Floor Squeegee, Straight, w/Pole",54444,JRacenstein,"1 shared tokens, category fit",0.390,Auto Squeegee Scrubber Ettore,59016,JRacenstein,"1 shared tokens, category fit"
EaCo Chem,Smoke Melt,N082691,,1,2,83.00,0.00,83.00,2025-06-25,2025-06-25,unmatched,N,0.651,0.557,,,,,,"2 shared tokens, category fit, name contains match",0.651,Smoke Melt - 1 Gallon,EACOCH-SMOKE-MELT-1-GALLON,EacoChem,"2 shared tokens, category fit, name contains match",0.557,Smoke Melt - 5 Gallon Pail,EACOCH-SMOKE-MELT-5-GALLON-PAIL,EacoChem,"2 shared tokens, category fit, name contains match",0.456,Smoke Melt - 55 Gallon Drum,EACOCH-SMOKE-MELT-55-GALLON-DRUM,EacoChem,"2 shared tokens, category fit, name contains match"
Tools,Holster Tubex Blue Pulex,771561X,,3,3,82.50,0.00,82.50,2025-04-17,2026-01-07,unmatched,N,0.395,0.391,,,,,,"1 shared tokens, category fit",0.395,Holster Sidekick Black w/detach clip,02041,JRacenstein,"1 shared tokens, category fit",0.391,Holster Master Leather Ettore,JRACEN-LEATHER-HOLSTER,JRacenstein,"1 shared tokens, category fit",0.381,Holster Dual Leather Ettore,2046,JRacenstein,"1 shared tokens, category fit"
EaCo Chem,Stripper Cream 2,D607493,,1,1,95.50,-14.32,81.18,2025-08-14,2025-08-14,unmatched,N,0.706,0.557,,,,,,"2 shared tokens, category fit, name contains match",0.706,Stripper Cream - 2 Gallon,EACOCH-STRIPPER-CREAM-2-GALLON,EacoChem,"2 shared tokens, category fit, name contains match",0.557,Stripper Cream - 5 Gallon Pail,EACOCH-STRIPPER-CREAM-5-GALLON-PAIL,EacoChem,"2 shared tokens, category fit",,,,,
Tools,Window Track Brush,3550543,,8,8,80.00,0.00,80.00,2025-04-01,2026-02-04,unmatched,N,0.445,0.434,,,,,,"1 shared tokens, category fit",0.445,Mini Mondo Replacement brush,MM127,MPWSR,"1 shared tokens, category fit",0.434,Flo Scrub Brush,59100,JRacenstein,"1 shared tokens, category fit",0.425,Cleaning Clamp Brush,55170,JRacenstein,"1 shared tokens, category fit"
Tools,C&R Dual Tip Holders,871849G,,2,2,79.98,0.00,79.98,2025-06-17,2026-01-21,unmatched,N,0.219,0.000,,,,,,"2 shared tokens, category fit",0.219,Dual Turbo Tip Lance 2x 5GPM tips. for 10GPM Machine ***HIDDEN***,999457550,MPWSR,"2 shared tokens, category fit",,,,,,,,,,
Window Cleaning,"Sorbo 24"" Viper Channel",9346039,642086822970,2,3,79.50,0.00,79.50,2025-09-19,2026-01-08,unmatched,N,0.472,0.437,,,,,,"2 shared tokens, category fit",0.472,Ettore Super Channel Aluminum 24 inch,11030,JRacenstein,"2 shared tokens, category fit",0.437,Sorbo Replacement Rubber Dozen 24 inch,1512,JRacenstein,"2 shared tokens, category fit",0.386,"Super Channel 14""",JRACEN-SUPER-CHANNEL-14,JRacenstein,"1 shared tokens, category fit"
Tools,Universal Absorbent Sock,979536L,,3,12,78.00,0.00,78.00,2025-03-26,2026-01-08,unmatched,N,0.455,0.452,,,,,,"1 shared tokens, category fit",0.455,Universal Pump Support Bracket,MGDPSKIT,MPWSR,"1 shared tokens, category fit",0.452,Universal Spot spray gun,11153,MPWSR,"1 shared tokens, category fit",0.391,Universal Window Cleaning Kit,JRACEN-UNIVERSAL-WINDOW-CLEANING-KIT,JRacenstein,"1 shared tokens, category fit"
Tools,"Screw Top Bucket - 5 Gallon, Blue Lid",E758757,,3,3,76.50,0.00,76.50,2025-04-29,2025-11-26,unmatched,N,0.419,0.394,,,,,,"2 shared tokens, category fit",0.419,Bucket Super Lid Ettore,85100,JRacenstein,"2 shared tokens, category fit",0.394,"Super Bucket Complete (lid, casters, sieve)",85500,JRacenstein,"2 shared tokens, category fit",0.392,Bucket 3 1/2 Gal Ettore Round - each,82222,JRacenstein,"2 shared tokens, category fit"
EaCo Chem,InStrip,E670395,,1,1,76.50,0.00,76.50,2025-06-25,2025-06-25,unmatched,N,0.582,0.481,,,,,,"1 shared tokens, category fit, name contains match",0.582,InStrip - 1 Gallon,EACOCH-INSTRIP-1-GALLON,EacoChem,"1 shared tokens, category fit, name contains match",0.481,InStrip - 5 Gallon Pail,EACOCH-INSTRIP-5-GALLON-PAIL,EacoChem,"1 shared tokens, category fit, name contains match",,,,,
Tucker,Tucker #1 Clamp,Y640427,,2,3,74.97,0.00,74.97,2025-05-13,2026-03-02,unmatched,N,0.400,0.394,,,,,,"1 shared tokens, category fit",0.400,Cleaning Clamp Brush,55170,JRacenstein,"1 shared tokens, category fit",0.394,Cleaning Clamp Sponge,55180,JRacenstein,"1 shared tokens, category fit",0.394,Cleaning Clamp Ettore,55160,JRacenstein,"1 shared tokens, category fit"
Sorbo,Sorbo 8 ft Extension Pole 2 Section,7837928,,2,2,73.98,0.00,73.98,2025-06-20,2025-12-15,unmatched,N,0.412,0.412,,,,,,"2 shared tokens, category fit",0.412,Ettore Pole Replacement Section 8 foot,JRACEN-REACH-NUMBER-1-REPLACEMENT-SEC-8,JRacenstein,"2 shared tokens, category fit",0.412,Ettore Pole Replacement Section 6 foot,2383,JRacenstein,"2 shared tokens, category fit",0.408,Ettore REA-C-H Aluminum Extension Poles 2 Foot,42102,JRacenstein,"1 shared tokens, category fit"
Chemicals,Dawn Professional Dish Soap - 1 Gallon w/ pump,S850127,,3,3,76.50,-4.51,71.99,2025-11-06,2026-02-25,unmatched,N,0.363,0.358,,,,,,"1 shared tokens, category fit",0.363,Polished Stone Cleaner - 1 Gallon,EACOCH-POLISHED-STONE-CLEANER-1-GALLON,EacoChem,"1 shared tokens, category fit",0.358,Calcite Presoak - 1 Gallon,EACOCH-CALCITE-PRESOAK-1-GALLON,EacoChem,"1 shared tokens, category fit",0.358,ABF Restoration - 1 Gallon,EACOCH-ABF-RESTORATION-1-GALLON,EacoChem,"1 shared tokens, category fit"
EaCo Chem,Supreme BC,628679P,,2,2,71.00,0.00,71.00,2025-10-24,2026-02-04,unmatched,N,0.614,0.520,,,,,,"1 shared tokens, category fit, name contains match",0.614,Supreme BC - 1 Gallon,EACOCH-SUPREME-BC-1-GALLON,EacoChem,"1 shared tokens, category fit, name contains match",0.520,Supreme BC - 5 Gallon Pail,EACOCH-SUPREME-BC-5-GALLON-PAIL,EacoChem,"1 shared tokens, category fit, name contains match",0.422,Supreme BC - 55 Gallon Drum,EACOCH-SUPREME-BC-55-GALLON-DRUM,EacoChem,"1 shared tokens, category fit, name contains match"
Tools,Unger Professional HydroPower Bi-Level Scrub Brush Head,8850532,,4,4,72.00,-1.65,70.35,2025-03-26,2025-11-07,unmatched,N,0.344,0.333,,,,,,"2 shared tokens, category fit",0.344,Flo Scrub Brush,59100,JRacenstein,"2 shared tokens, category fit",0.333,"YELLOW 10"" BI-LEVEL WASH BRUSH",6287,Barrens,"2 shared tokens, category fit",0.319,Whisper Wash Big Guy Replacement Brush,WW3117,MPWSR,"1 shared tokens, category fit"
Tools,Walnut Scrub Pad 6x9,9799912,,12,28,70.00,0.00,70.00,2025-04-01,2025-12-22,unmatched,N,0.305,0.261,,,,,,"1 shared tokens, category fit",0.305,Flo Scrub Brush,59100,JRacenstein,"1 shared tokens, category fit",0.261,Water Spot Remover Scrub Off Ettore,30161,JRacenstein,"1 shared tokens, category fit",0.259,RUBBER FOOT PAD FOR ACNE8,42.008.017,BE,"1 shared tokens, category fit"
Tools,Solo Clean Line Hand Sprayer B caustic,T013741,,2,2,67.00,0.00,67.00,2026-02-11,2026-02-19,unmatched,N,0.377,0.316,,,,,,"1 shared tokens, category fit",0.377,SUCTION LINE STRAINER W/MGH OUTLET,4096,Barrens,"1 shared tokens, category fit",0.316,2 GAL. PUMP UP POLY SPRAYER 1.6 GAL CAP,6637,Barrens,"1 shared tokens, category fit",0.303,CLEAN UP- Eflo Remover,300600-1GAL,MPWSR,"1 shared tokens, category fit"
None,misc. parts,,,1,1,78.84,-11.90,66.94,2025-12-10,2025-12-10,unmatched,N,0.260,0.248,,,,,,1 shared tokens,0.260,Surface cleaner castor kit 4 parts.,V-CASTOR,MPWSR,1 shared tokens,0.248,PT INJECTOR KIT (GP FIXED 2.3) (BAG ALL PARTS),5914,Barrens,1 shared tokens,0.248,PT INJECTOR KIT (GP FIXED 2.1) (BAG ALL PARTS),5913,Barrens,1 shared tokens
Sorbo,Sorbo 14ft Extension Pole 3 Section,C342019,,1,1,65.99,0.00,65.99,2025-05-02,2025-05-02,unmatched,N,0.400,0.375,,,,,,"1 shared tokens, category fit",0.400,"REA-C-H Extension Poles 3- Sec, 27'",JRACEN-REA-C-H-EXTENSION-POLES-3-SEC-27,JRacenstein,"1 shared tokens, category fit",0.375,Ettore REA-C-H Aluminum Extension Poles 24 foot 3 section,1695,JRacenstein,"2 shared tokens, category fit",0.375,Ettore REA-C-H Aluminum Extension Poles 12 foot 3 section,1684,JRacenstein,"2 shared tokens, category fit"
None,"1"" valve",,,1,2,65.50,0.00,65.50,2025-09-12,2025-09-12,unmatched,N,0.527,0.460,,,,,,"1 shared tokens, name contains match",0.527,UD-1 VALVE KIT,5508,Barrens,"1 shared tokens, name contains match",0.460,"1"" Metering Valve",MV1,MPWSR,1 shared tokens,0.443,UD-2 VALVE KIT,5509,Barrens,1 shared tokens
Chemicals,Ball Valve Quick Connect SS 3/8in6000psi,890-4965,,1,1,65.00,0.00,65.00,2025-10-13,2025-10-13,unmatched,N,0.361,0.361,,,,,,"2 shared tokens, category fit",0.361,1/4'' Quick connect nozzle swivel,AD1268,MPWSR,"2 shared tokens, category fit",0.361,3/8FPT SS Socket Quick Connect 4630,24.0063,MPWSR,"2 shared tokens, category fit",0.361,3/8FPT Socket Quick Connect Brass 2401,24.0069,MPWSR,"2 shared tokens, category fit"
None,Carburetor,,,1,1,64.99,0.00,64.99,2025-03-20,2025-03-20,unmatched,N,0.504,0.504,,,,,,"1 shared tokens, name contains match",0.504,CARBURETOR GX390,5791,Barrens,"1 shared tokens, name contains match",0.504,CARBURETOR GX340,5787,Barrens,"1 shared tokens, name contains match",0.504,CARBURETOR GX270,5777,Barrens,"1 shared tokens, name contains match"
Parts,"6987- Rupture Disk 1/2"" Inlet - 3/8 Outlet 7000PSI 225 Degrees F",6987,,1,1,64.75,0.00,64.75,2026-01-07,2026-01-07,unmatched,N,0.532,0.361,,,,,,"shared code, 5 shared tokens, category fit",0.532,"7000 PSI Rupture Disk 225°F 1/2"" MPT INLET",6987,Barrens,"shared code, 5 shared tokens, category fit",0.361,"59.902 3/4"" inlet 3/8"" outlet 90 degree swivel",59.902,MPWSR,"2 shared tokens, category fit",0.329,"STEAM GUN OPEN, 1/2FPT INLET, 3/8FPT SWIVEL OUTLET",3184,Barrens,"3 shared tokens, category fit"
Sorbo,"Sorbo 18"" Replacement Squeegee Rubber 12 Pack",407124Q,642086015037,1,1,64.50,0.00,64.50,2025-08-04,2025-08-04,unmatched,N,0.550,0.484,,,,,,"4 shared tokens, category fit",0.550,Sorbo Replacement Rubber Gross 18 inch,JRACEN-T-SHAPED-RUBBER-18,JRacenstein,"4 shared tokens, category fit",0.484,Ettore Rubber Master Replacement Dozen 18 inch [Case 12],JRACEN-MASTER-RUBBER-18-CASE-12,JRacenstein,"4 shared tokens, category fit",0.448,Sorbo Replacement Rubber Dozen 24 inch,1512,JRacenstein,"3 shared tokens, category fit"
Sweep Away,Sweep Away Spray Oil Stain Degreaser,8353435,196852983087,3,4,63.96,0.00,63.96,2025-03-19,2025-06-20,unmatched,N,0.322,0.000,,,,,,"1 shared tokens, category fit",0.322,Tidal Wave Spray - 5 Gallon Pail,TRIDEN-TIDAL-WAVE-SPRAY-5-GALLON-PAIL,Trident,"1 shared tokens, category fit",,,,,,,,,,
Window Cleaning,"Moerman 18"" Liquidator Squeegee",T494279,,3,3,63.00,0.00,63.00,2025-04-15,2026-03-04,unmatched,N,0.500,0.000,,,,,,"2 shared tokens, category fit",0.500,Ettore Squeegee Complete 18,JRACEN-MASTER-BRASS-SQUEEGEES-COMPLET-3,JRacenstein,"2 shared tokens, category fit",,,,,,,,,,
Tucker,Plastic Rinse Bar XL w/SCREWS,T-OTT-XL-V2-P,,1,1,61.36,0.00,61.36,2025-08-05,2025-08-05,unmatched,N,0.274,0.274,,,,,,"2 shared tokens, category fit",0.274,Ettore T-Bar Taper Plastic 18 inch,JRACEN-TAPER-T-BAR-T-BAR-18,JRacenstein,"2 shared tokens, category fit",0.274,Ettore T-Bar Taper Plastic 14 inch,JRACEN-TAPER-T-BAR-T-BAR-14,JRacenstein,"2 shared tokens, category fit",0.274,Ettore T-Bar Taper Plastic 10 inch,1957,JRacenstein,"2 shared tokens, category fit"
Tucker,Female Quick Connect for Pole Hose,60040,,2,4,61.00,0.00,61.00,2025-11-26,2026-02-25,unmatched,N,0.368,0.368,,,,,,"1 shared tokens, category fit",0.368,Ettore Interlock Telescopic Pole 4 foot,42005,JRacenstein,"1 shared tokens, category fit",0.368,Ettore Interlock Telescopic Pole 2 foot,42003,JRacenstein,"1 shared tokens, category fit",0.366,Handle Kit Quick Release Ettore,JRACEN-QUICK-RELEASE-KIT,JRacenstein,"1 shared tokens, category fit"
None,Set of Cam Locks,,,1,2,60.00,0.00,60.00,2025-09-12,2025-09-12,unmatched,N,0.364,0.360,,,,,,1 shared tokens,0.364,SET OF 6 ASSORTED S.S. O-RING PICKS,3958,Barrens,1 shared tokens,0.360,"PISTON, SET OF 3, GP",47040409-3,BE,1 shared tokens,0.343,SEAL SET FOR AXD PUMPS,5019007900,BE,1 shared tokens
Parts,"1/4"" MEG 2504",5850G,,4,8,60.00,0.00,60.00,2025-06-17,2025-11-07,unmatched,N,0.519,0.444,,,,,,"2 shared tokens, category fit",0.519,1/4 Meg SS Spray Tip w/ Vane - 2504,WW301-2504,MPWSR,"2 shared tokens, category fit",0.444,QC-MEG 2504 SPRAY NOZZLE GREEN HEAD,1060,Barrens,"2 shared tokens, category fit",,,,,
Chemicals,Screen Magic 1 gal.,R127365,,1,2,59.98,0.00,59.98,2025-03-28,2025-03-28,unmatched,N,0.518,0.508,,,,,,"1 shared tokens, category fit",0.518,Sure Grip 1 Gallon,683-1G,MPWSR,"1 shared tokens, category fit",0.508,Supreme BC - 1 Gallon,EACOCH-SUPREME-BC-1-GALLON,EacoChem,"1 shared tokens, category fit",0.500,Sabre II - 1 Gallon,EACOCH-SABRE-II-1-GALLON,EacoChem,"1 shared tokens, category fit"
Sweep Away,Sweep Away Oil Stain Absorber,L328198,,3,3,59.97,0.00,59.97,2025-07-31,2025-11-28,unmatched,N,0.297,0.282,,,,,,category fit,0.297,White Water - 4 Gallon Case (per gallon),TDC-WHITEWTERG,Trident,category fit,0.282,Safe Harbor - 4 Gallon Case (per gallon),TDC-SAFEHARBRG,Trident,category fit,0.274,Wipe Out - 4 Gallon Case (per gallon),TDC-WIPEOUTG,Trident,category fit
Tools,Bucket Red Pulex,E938841,,2,2,59.00,0.00,59.00,2025-07-14,2026-02-13,unmatched,N,0.377,0.367,,,,,,"1 shared tokens, category fit",0.377,Bucket Super Lid Ettore,85100,JRacenstein,"1 shared tokens, category fit",0.367,Bucket Super Sieve Ettore,85301,JRacenstein,"1 shared tokens, category fit",0.363,Bucket 3 1/2 Gal Ettore Round - each,82222,JRacenstein,"1 shared tokens, category fit"
None,GMT Industrial-quality Steel Wool Hand Pad Super Fine (GMA117000),1609129,073078117000,8,9,58.50,0.00,58.50,2025-03-29,2026-01-30,unmatched,N,0.265,0.249,,,,,,3 shared tokens,0.265,ST-75 REPL. STEEL WOOL PAD,2902,Barrens,3 shared tokens,0.249,"Replacement Rubber for Industrial Steel Floor Squeegees 36""",54436,JRacenstein,2 shared tokens,0.249,"Replacement Rubber for Industrial Steel Floor Squeegees 24""",54424,JRacenstein,2 shared tokens
Tools,Ettore Cobweb Brush,032611452206,032611452206,2,4,58.00,0.00,58.00,2025-06-17,2025-08-29,unmatched,N,0.376,0.000,,,,,,"3 shared tokens, category fit",0.376,Brush Cobweb w/click lock feature Ettore,48221,JRacenstein,"3 shared tokens, category fit",,,,,,,,,,
Sweep Away,Sweep Away Spray 1 Gal,X764221,,1,1,57.50,0.00,57.50,2025-09-23,2025-09-23,unmatched,N,0.341,0.000,,,,,,"2 shared tokens, category fit, measure mismatch penalty",0.341,Tidal Wave Spray - 5 Gallon Pail,TRIDEN-TIDAL-WAVE-SPRAY-5-GALLON-PAIL,Trident,"2 shared tokens, category fit, measure mismatch penalty",,,,,,,,,,
None,Shutoff valve,987122N,,1,1,60.00,-2.86,57.14,2025-03-20,2025-03-20,unmatched,N,0.535,0.470,,,,,,"2 shared tokens, name contains match",0.535,Inline fuel shutoff valve,120-212,MPWSR,"2 shared tokens, name contains match",0.470,Stens Inline Fuel Shutoff Valve,120-228,MPWSR,"2 shared tokens, name contains match",,,,,
Sorbo,"Sorbo 6"" Fixed T-Bar",283243S,,3,6,57.00,0.00,57.00,2025-05-20,2025-10-30,unmatched,N,0.343,0.293,,,,,,"1 shared tokens, category fit",0.343,Ettore Handle Pro+ Super System Fixed Standard,JRACEN-PRO-SQUEEGEE-HANDLE,JRacenstein,"1 shared tokens, category fit",0.293,Ettore T-Bar Pro+ Fixed Aluminum 22 inch,JRACEN-PRO-T-BAR-22,JRacenstein,"2 shared tokens, category fit",0.293,Ettore T-Bar Pro+ Fixed Aluminum 18 inch,JRACEN-PRO-T-BAR-18,JRacenstein,"2 shared tokens, category fit"
Tools,Coconut Shell Natural Fiber Scrub Pad 6in x 9in,135068N,,11,22,55.00,0.00,55.00,2025-04-03,2026-03-10,unmatched,N,0.312,0.289,,,,,,"1 shared tokens, category fit",0.312,Scraper Cover ProPlus 6in Ettore,1047,JRacenstein,"1 shared tokens, category fit",0.289,Scraper ProPlus 6in Ettore,JRACEN-PRO-CONTOUR-SCRAPER-COMPLETE-6,JRacenstein,"1 shared tokens, category fit",0.262,Squeegee Acrylic 6in Ettore,17006,JRacenstein,"1 shared tokens, category fit"
Sorbo,Sorbo Squeegee Rubber by The Foot,Q334211,,6,18,54.00,0.00,54.00,2025-04-07,2026-02-04,unmatched,N,0.462,0.391,,,,,,"1 shared tokens, category fit",0.462,Auto Squeegee Scrubber Ettore,59016,JRacenstein,"1 shared tokens, category fit",0.391,Ettore Squeegee Off Soap,30116,JRacenstein,"1 shared tokens, category fit",0.384,"Industrial Floor Squeegee, Curved w/Pole",54455,JRacenstein,"1 shared tokens, category fit"
Window Cleaning,Glass Gleam Solar Quart,89-533,00669893049741,2,2,53.30,0.00,53.30,2025-11-20,2025-12-03,unmatched,N,0.379,0.346,,,,,,"1 shared tokens, category fit",0.379,Total Glass Care Kit,JRACEN-TOTAL-GLASS-CARE-KIT,JRacenstein,"1 shared tokens, category fit",0.346,Squeegee-Off Glass Cleaner Gallon Ettore,30200,JRacenstein,"1 shared tokens, category fit",,,,,
Sorbo,Sorbo Yellow Jacket Sleeve with Brass Snaps 22in,11-422,,1,2,53.00,0.00,53.00,2026-03-02,2026-03-02,unmatched,N,0.312,0.301,,,,,,"1 shared tokens, category fit",0.312,Sorbo Replacement Rubber Gross 18 inch,JRACEN-T-SHAPED-RUBBER-18,JRacenstein,"1 shared tokens, category fit",0.301,Sorbo Replacement Rubber Dozen 22 inch,JRACEN-T-SHAPED-RUBBER-22,JRacenstein,"1 shared tokens, category fit",0.300,Ettore Sleeve Dura 22 inch,1886,JRacenstein,"1 shared tokens, category fit"
Tucker,30in Filter Insert (EMPTY),20066,,1,1,51.64,0.00,51.64,2025-09-18,2025-09-18,unmatched,N,0.251,0.248,,,,,,category fit,0.251,Mini Blind Duster Ettore,48213,JRacenstein,category fit,0.248,Holster Master Leather Ettore,JRACEN-LEATHER-HOLSTER,JRacenstein,category fit,0.236,Window Cleaning Display,47002,JRacenstein,category fit
None,"GEKA 803CSB Hose Piece Plug System 3/4"" 19mm of Chrome-Plated Brass, Silver, 18 x 8 x 13 cm",868678Z,4015933097481,4,4,53.40,-2.12,51.28,2025-05-30,2025-10-28,unmatched,N,0.255,0.252,,,,,,3 shared tokens,0.255,"WAND PIPE 18"" CHROME PLATED",4698,Barrens,3 shared tokens,0.252,CHEMICAL STRAINER CHROME PLATED BRASS W/CHECK VLV,3675,Barrens,3 shared tokens,0.234,"GLADIATOR VENT GRIP LANCE 18"" CHROME PLATED",6767,Barrens,3 shared tokens
Window Cleaning,"Sorbo Cobra 12""",8243098,,3,4,51.00,0.00,51.00,2025-06-05,2026-02-12,unmatched,N,0.415,0.408,,,,,,"1 shared tokens, category fit",0.415,Ettore Squeegee Complete 12,JRACEN-MASTER-BRASS-SQUEEGEES-COMPLETE,JRacenstein,"1 shared tokens, category fit",0.408,Clips Brass (12 Pack) Ettore,1253,JRacenstein,"1 shared tokens, category fit",0.404,"Pro+ Squeegee Complete 12""",JRACEN-PRO-SQUEEGEE-COMPLETE-12,JRacenstein,"1 shared tokens, category fit"
None,Oil Flo Saftey Solvent Cleaner,677222D,,2,2,51.00,0.00,51.00,2025-11-24,2026-03-09,unmatched,N,0.396,0.366,,,,,,1 shared tokens,0.396,SEAL Rx ENHANCE Solvent Enhancer,58001,INSECO,1 shared tokens,0.366,Crystal Coat SB Solvent base clear sealer,130-5G,MPWSR,1 shared tokens,0.365,Silt roller cover Gray Solvent based,TDT-SFR-9SB,MPWSR,1 shared tokens
Window Cleaning,"Moerman Rubber Liquidator NXT-R 18""",T396721,,1,10,49.90,0.00,49.90,2025-03-24,2025-03-24,unmatched,N,0.445,0.404,,,,,,"2 shared tokens, category fit",0.445,Sorbo Replacement Rubber Gross 18 inch,JRACEN-T-SHAPED-RUBBER-18,JRacenstein,"2 shared tokens, category fit",0.404,"Black Replacement Rubber for Straight and Curved Aluminun Floor Squeeges 18""",56018,JRacenstein,"2 shared tokens, category fit",0.391,"Wipe'N Dry Black Moss Rubber Floor Squeegees with Splash Guards and Brush 18""",48322,JRacenstein,"2 shared tokens, category fit"
Tucker,Standard Size Rinse Bar V2,T-OTT-STD-V2,,1,1,49.69,0.00,49.69,2025-10-31,2025-10-31,unmatched,N,0.237,0.237,,,,,,"1 shared tokens, category fit",0.237,Ettore T-Bar ProGrip 18 inch,JRACEN-PRO-GRIP-T-BAR-18,JRacenstein,"1 shared tokens, category fit",0.237,Ettore T-Bar ProGrip 14 inch,JRACEN-PRO-GRIP-T-BAR-14,JRacenstein,"1 shared tokens, category fit",0.237,Ettore T-Bar ProGrip 10 inch,4010,JRacenstein,"1 shared tokens, category fit"
Tools,"Broom Handle, Wood, Natural, Tapered, 60""",684620D,,4,5,49.95,-1.00,48.95,2025-03-26,2025-11-07,unmatched,N,0.373,0.350,,,,,,"2 shared tokens, category fit",0.373,"WOOD HANDLE W/PLASTIC THREADS,15/16""x60""",1252,Barrens,"2 shared tokens, category fit",0.350,Floor Squeegee Handle 54in Wood Ettore,JRACEN-WOODEN-FLOOR-SQUEEGEE-HANDLES-54,JRacenstein,"2 shared tokens, category fit",0.328,Ettore Handle Contour Standard,1011,JRacenstein,"1 shared tokens, category fit"
Tucker,5/16 union,63014,,4,6,48.36,-0.21,48.15,2025-04-10,2025-11-26,unmatched,N,0.329,0.317,,,,,,"1 shared tokens, category fit",0.329,Ettore Grip-n-Grab Tool 16 inch,49016,JRacenstein,"1 shared tokens, category fit",0.317,Ettore All Purpose Squeegees 16 inch,17016,JRacenstein,"1 shared tokens, category fit",0.316,"Pro+ Squeegee Complete 16""",2016,JRacenstein,"1 shared tokens, category fit"
EaCo Chem,ABF Restoration,L195632,,1,1,47.50,0.00,47.50,2025-07-28,2025-07-28,unmatched,N,0.680,0.597,,,,,,"2 shared tokens, category fit, name contains match",0.680,ABF Restoration - 1 Gallon,EACOCH-ABF-RESTORATION-1-GALLON,EacoChem,"2 shared tokens, category fit, name contains match",0.597,ABF Restoration - 5 Gallon Pail,EACOCH-ABF-RESTORATION-5-GALLON-PAIL,EacoChem,"2 shared tokens, category fit, name contains match",0.497,ABF Restoration - 55 Gallon Drum,EACOCH-ABF-RESTORATION-55-GALLON-DRUM,EacoChem,"2 shared tokens, category fit, name contains match"
Tools,Bronze Wool,7351376,,9,21,47.25,0.00,47.25,2025-03-22,2026-03-14,unmatched,N,0.263,0.000,,,,,,"1 shared tokens, category fit",0.263,ST-75 REPL. STEEL WOOL PAD,2902,Barrens,"1 shared tokens, category fit",,,,,,,,,,
Tools,Quick Dam Flood Bag,131641J,,1,7,45.50,0.00,45.50,2026-01-07,2026-01-07,unmatched,N,0.340,0.331,,,,,,"1 shared tokens, category fit",0.340,Total Quick Strip 1 Gallon,780-1G,MPWSR,"1 shared tokens, category fit",0.331,Oxalic Acid 55Lb Bag,2236JLM,MPWSR,"1 shared tokens, category fit",0.331,1/4'' Quick connect nozzle swivel,AD1268,MPWSR,"1 shared tokens, category fit"
Window Cleaning,Unger Washed Scrim 92x92cm Scrmw,R864794,601579448370,2,2,45.00,0.00,45.00,2025-04-03,2025-04-16,unmatched,N,0.213,0.212,,,,,,category fit,0.213,Ettore Super Channel Aluminum 22 inch,11022,JRacenstein,category fit,0.212,Squeegee Acrylic 6in Ettore,17006,JRacenstein,category fit,0.208,Floor Squeegee w/ Scraper Edge Strt 36in,54036,JRacenstein,category fit
Tools,Orange Nitrile Gloves,3725848,,2,2,45.00,0.00,45.00,2025-04-24,2026-03-04,unmatched,N,0.217,0.000,,,,,,"1 shared tokens, category fit",0.217,"CAP, GAS, UNLEADED, EPA RATCHETING, OPEN VENT, NITRILE GASKET, 12"" RIGID TETHER",85.601.046,BE,"1 shared tokens, category fit",,,,,,,,,,
