SKU,Item Name,Canonical Token,Duplicate Token,Vendor,Archived In Import
T-5BR-CF,End Cap for 25' Tucker Carbon Fiber Pole,U7YSZR2JEUKZDA6HSUZQYKH6,SXZV34Q6EKA4GJNXPL2EX3WW,Tucker,Y
T-7BR-CF,End Cap for 35' Tucker Carbon Fiber Pole,NGGWZEXG3UUWLJ3KL7MD2CHS,J2VFK4GVSMB4CUFNCQP5F32A,Tucker,Y
T-9BR-CF,End Cap for 50' Tucker Carbon Fiber Pole,LTPOYXYOGJXY2TK5VAR57DGZ,DBUPLMXMJAQVNUHFP62YQ4GT,Tucker,Y
T-10BR-CF,End Cap for 60' Tucker Carbon Fiber Pole,2E7GPVQNUCYMXCHZVXIADPJD,ORKLL3676QFI4YZF5NBEJTQU,Tucker,Y
T-3BR-CF,End Cap for ECO-15,U2IE2SLHJLSKSI2RUBOPGK6D,36UOOPOO4U4VYMEMSDJ6J3QV,Tucker,Y
T-4BR-CF,End Cap for Tucker Carbon Fiber Pole,ZZ5WTI4NKICCQELXKXTOFXT4,5NVWK54TF45DQW63NOCHSDQ7,Tucker,Y
T-4BR-CF,End Cap for Tucker Carbon Fiber Pole,ZZ5WTI4NKICCQELXKXTOFXT4,E6QAABUQLLJQDDVLZHRZYN2R,Tucker,Y
T-FG-EXT-WC,FG Pole Extension #10 Section,5TI5XIBITIATEW3VFT76RHNF,ZRORGIRFHOUY52U44RBLX7CG,Tucker,Y
60040,Female Quick Connect for Pole Hose,PTG4SIDU7JEQ3QBSZP44NGJV,BLR55ZKXQOW4CKCWO2V5FRO5,Tucker,Y
60040,Garden Hose Quick Connect FEMALE w/ valve,PTG4SIDU7JEQ3QBSZP44NGJV,35JAQGUQAKQYR3FG47PPJBYE,Tucker,Y
T-GN-ADJ-FEMALE,Female end of adjustable Tucker Gooseneck,JAWSYDJ54OLW22X6TVNF3FNN,FPBQTEMMYN2YATIHQ7MKC664,Tucker,Y
10041-KIT,Fitting Kit,4YDXDUR3XZPQJEMMG5UAPQZB,7OBATY2L4XA5LJD6OCB5V463,Tucker,Y
T-CART-REPAIR-KIT,Fittings Repair Kit,GISRPPJUPHU4WSTRRMHKEEHE,LXEFOTFE4MFOP4BEVR5PCKKE,Tucker,Y
T-CART-REPAIR-KIT,Fittings Repair Kit,GISRPPJUPHU4WSTRRMHKEEHE,GMR3RHHJOY2JJ6F7CHMP65UQ,Tucker,Y
T-FUNNEL,Funnel for resin tank refill 10X2,VBTVRQLDIXBW4OQZURNWK42Y,QVVQKTBXKB56BGSYJAWYYG2M,Tucker,Y
12026,GFCI Plug,PDH3YRG5DIFYHAOPK6AANKLV,US7IXPPAWCXRW4XZ3EVA2MWE,Tucker,Y
6539,"GP 18"" Hammerhead Surface Cleaner",SVOOSJZXFZJJ2GDMGXA6UBCB,W3XFLD2ZMXLT3ADERP27DUNW,Tools,Y
7011,GP Hose Reel Stacking Kit,COH77VK6FKPTVK6RDTYACBDO,7E7KKN46CEB2PSUI5T6BFPAZ,Tools,Y
1189,LED Road Flare Cone Adapter - 4 Pack,PYG3MKEARGYG7OSCLRLKB67E,POFK7LN3U4HRK477FMCYPSMY,Tools,Y
UGK-20ALPHA-SOLAR-GL,Glide Bristle Upgrade For 20 Alpha Solar,32YTO5BLQ5JXT6MK3UOPV3BG,7NUAMV4TZTCMFCSOD7NN5MHP,Tucker,Y
T-KNOB-ASY,Gooseneck Knob Assembly,GOWRHOOAWO6FC7CE7EBL4HGN,MGJA5YDYZ3CHDM6E2AE4VUZT,Tucker,Y
T-BOAB-GRY,Grey Bucket on a Belt,EC44RS75NWQONPA4P7JB7DKT,GBU52XWDJM7QDPHZQE553OZU,Tucker,Y
T-BOAB-GRY,Grey Holster Bucket on a Belt,EC44RS75NWQONPA4P7JB7DKT,WZXL56RNAJXOJHJXU7JHZDHU,Tucker,Y
HF-SS-GF,"Whisper Wash Ground Force Spray bar 24""",YPDU6FBLSDSLF77UY4QH2TV3,PB4VNMNSURTWELI4OZB6OPB3,Manatee,Y
T-20-MOBI-C,H2Go w/ Remote,LVCNYKXC6HU5Q4I6VWWKYK6I,RO5OYG3KYAXHIV377AFARCFE,Tucker,Y
T-20-MOBI-C,Tucker H2Go w/ Remote,LVCNYKXC6HU5Q4I6VWWKYK6I,XQOODPFOI32E33KW7OGGGA3B,Tucker,Y
10041-110V-SS,H2PRO 3 Stage (110v),IGIN235UWSHOQM2JUFCPQV5O,PPRRSJ3L336EBUT7QRPSSUDU,Tucker,Y
T-H2PRO-DIS-REPLACEMENT,H2PRO DI Saver Replacement,GY5JXHQGM2MRK4NMV5CNM6LZ,5HWWQBL4LDMN3VNIJO7ALNQM,Tucker,Y
11016,H2pro Frame,AQY3KMMOTNCNQT4YM7F3Q5QP,2GVGLOAFLQAQ6UZVYB6MTWBT,Tucker,Y
5166,"High Pressure Filter 1/4"" FPT in 1/4"" MPT out",YSKNVYOHGJN75UBDICZLBFS2,QSSSALJK6QRKTMU3DR274MKY,Parts,Y
4599,Spray-Flex,R6VRAQ57EWVZU3OOO6V56AI6,YBKXVIASHFZ6LLZWFTCSM72X,Barens,Y
HF-SS-MM,Whisper Wash Mini Mondo Spray bar,UC5HSLC27Q4W7H2P3TOC7ANF,TOGV73C6XM2L4TINWXX6HSH4,Manatee,Y
HF-SS-M,Whisper Wash Mondo Spray bar,FWDUM2X7GNMZ2PHRAAGZOFJB,OUNNQFPJP2L4GCEZUMNFB4VU,Manatee,Y
22.0294,NICKEL PLATED STEEL UNLOADER MOUNTING BLOCK 1/2 F,7TB7E7B5UWLXOU5LB4S62YMA,57LCEOQOHWZ7NGIW7AQZKFCW,Manatee,Y
NTPP5G,NuTopp Roof Rejuvenator,GGKX4CWJKLRIMMV2R2XTINQX,FQPQYD5XNMUZEO7VKSTGYK6H,Uncategorized,Y
1489,X-Jet Proportioners - Pack of 15,UVCWFL2SCYGU6BKKYBI4ENTH,F5DBCYPLP777YSGW7AGUTREU,Tools,Y
6823,"Push & Pull 34"" Lance",2QZYOGVK42PBWPTPYZWBCLD3,LOD6PGV67R3FDLWBKGQKSHX6,Barens,Y
RAMP208-WHIP-10,"RAMPAGE BEAST 10' Gray 1/2"" Double Wire 6200 PSI Whip hose",L76XXSSR4HTK3NAKLNDRLLI5,T4GVPGR7Z5SKQ4BAGDRRSSTK,Manatee,Y
RAMP206-WHIP-10,"RAMPAGE BEAST 10' Gray 3/8"" Double Wire 7300 PSI Whip hose",4HMSC7XDRPCZ33LDYK73R63C,Z4JI6EVNVHNHK7ENUPS24IHW,Manatee,Y
RAMP208-100,"RAMPAGE BEAST 100' Gray 1/2"" Double Wire 6200 PSI Hose",HFTY4EMPF247F3X2PTGTSWPJ,FUAFH3GREE2JKXH5PEMWO3UT,Manatee,Y
RAMP206-100,"RAMPAGE BEAST 100' Gray 3/8"" Double Wire 7300 PSI Hose",JTXOWSP6MPJKA2GHD5ZQM2HM,64RZN7NNLKQKOGHPVF4JVLES,Manatee,Y
RAMP206-WHIP-12,"RAMPAGE BEAST 12' Smooth Gray 3/8"" Double Wire 7300 PSI Whip hose",KMBTJXZIEDGK5EEBJEWLVN5G,T2MRJUSHTHJSPJFUOUC6SNBR,Manatee,Y
RAMP206-200,"RAMPAGE BEAST 200' Gray 3/8"" Double Wire 7300 PSI Hose",4IDLDWK6K3N4ZGJSASW5J53O,P2DJ2PLTAAIRZWSWOL72R7KA,Manatee,Y
RAMP208-WHIP-4,"RAMPAGE BEAST 4' Gray 1/2"" Double Wire 6200 PSI Whip hose",T3TRJH3NHTGM42MEB4F2LOHR,NK7H6A2WKRROTL3SQRHWX3QZ,Manatee,Y
RAMP206-WHIP-4,"RAMPAGE BEAST 4' Gray 3/8"" Double Wire 7300 PSI Whip hose",DSSF6DFVRXOAVNFPL3E5NGWM,IOI2HD2LNHGISAI45DWTWNG5,Manatee,Y
RAMP208-50,"RAMPAGE BEAST 50' Gray 1/2"" Double Wire 6200 PSI Hose",ZESWLVFL4QO637H5EAIGQ4IV,OOY4HJQEBLOMMHDITLFSDGTA,Manatee,Y
RAMP206-50,"RAMPAGE BEAST 50' Gray 3/8"" Double Wire 7300 PSI Hose",KSCXKNKIGFGE6GGXDBELF3JS,NG3547GAK2HJLIMNH5LVYBSR,Manatee,Y
RAMP208-WHIP-6,"RAMPAGE BEAST 6' Gray 1/2"" Double Wire 6200 PSI Whip hose",QK7KSRJHRG55O7AQR7GIF2ZV,Z274WGIUA3IBYZWPOYVUU4F2,Manatee,Y
RAMP206-WHIP-6,"RAMPAGE BEAST 6' Gray 3/8"" Double Wire 7300 PSI Whip hose",AF4QNFMORHBV6IZQVZ4LSNUW,UTLCVQNXW2PRGBPFFCF2HPXF,Manatee,Y
RAMP208-WHIP-8,"RAMPAGE BEAST 8' Gray 1/2"" Double Wire 6200 PSI Whip hose",JRDHE7NCTM3VJLLHIIP45EDB,VS2BBEO65CPVEIA62XTYJB6Q,Manatee,Y
RAMP206-WHIP-8,"RAMPAGE BEAST 8' Gray 3/8"" Double Wire 7300 PSI Whip hose",F3O37WIBH2TIVBPUFDZFQITM,MT5B3LTG5ELV5PUE5J7EIE67,Manatee,Y
3943,REMOTE THERMOSTAT,T262XGSJGSVQ6UHAANYKMOVA,QA7RJNBJYB23CST5OAOLEN4Q,Barens,Y
4803,RotoJet Turbo Nozzle 5.5GPM,OTX4XSQHI4LAWDWF4HRI7BVX,NCLN4KMOQPIZT3VEFLRFQLM2,Parts,Y
6012,RotoJet Turbo Nozzle 3.5 GPM,MULUGOE7TPUGXY2FC7CGTENR,RO653MXEQXDAPJZBRM6VZ2RW,Barens,Y
6013,RotoJet Turbo Nozzle 4 GPM,ZQYWEJ6VB36QLSHFA4KJC6NU,HJWMAPSY6KXNAIXRYCCVPNJC,Barens,Y
4818,RotoJet Turbo Nozzle 8 GPM,F5JRR5EYPZOOLXFFLOEWKRDS,WQV4GF6YGNU656WHB5JKV7VW,Barens,Y
2373,"Rotating Sewer Nozzle 1/4"" 5.5 gpm",GV23EURZSE7ABJGVVRY42UWS,ULOTR5T5DK3PV76CGY35KE6M,Barens,Y
6210,"Sewer Nozzle 1/4"" 4.5 gpm",S4QX3CJLQQ6BDYGHNOZ4KBLM,OQ4ICU6X3KYCEUVOC3HY6KC7,Barens,Y
6355,"Sewer Nozzle 1/4"" 5.5 gpm",7GRW73QLAHXFIPATCKOOIZDZ,XPTJKZKGZQ2SJFGW7AGRVHIX,Barens,Y
6200,"Sewer Nozzle 1/4"" 8 gpm",GA3I7NOBLUYCZFGVO5MWYTKJ,EUSNCIEU7F5GICATU4ZW46PP,Barens,Y
7035,ST-15 Descaling Pump,KISRD2DSWD4F22TH72H6SFXT,MVWGS6GQAOZGTABFRD6DNJ4O,Tools,Y
3473,Suttner Foot Valve,2HS6MPHKKV3PP3VF2LAMFP4W,MG5IZIFFI2VADXBNO5AHPBFC,Barens,Y
HF-SS-UC16,"Whisper Wash Ultra Clean Spray bar 16""",VGPZ2J6YDR3PDQJSTFXCUXTL,P2C7IF3V3CIBZWHQ73UOSXLW,Manatee,Y
11152,"VRT 100 unloader 21 GPM 5075 PSI Green spring 1/2""",6RJLNOMSC5ENGYGN23C2Z2MK,C65DYACRHUC5H2PYFJEV7UKX,Manatee,Y
VRT3-310EZ,VRT-3 Unloader w/built-in EZ start 8.0gpm 4500PSI MAX,EVWLAG4JELB73IG67VEICH34,F4SIJYJY4TD5RGAI4HQ2AQBY,Manatee,Y
HFQ-SP-BG,Xforce 4 tip bar Big Guy,ZBASFX7DQBRLOPXYG5WXUE2E,W345ESFGRAF5TWEA7VZQV4GH,Manatee,Y
