Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,Tucker® Bravo Trad,Tucker® Bravo Trad,Regular,,T-BRAVO-BARE-ACME,"Tucker® Bravo Trad Pole Looking for a lightweight carbon fiber / fiberglass trad pole at an exceptional value? The Tucker® Bravo Trad Pole is a ground-level pole designed to reach windows up to 27 feet in height. Made from a blend of standard modulus carbon fiber and fiberglass, this pole still maintains a good rigid frame at an amazing cost. Nothing is worse than getting a job site, and having to struggle with heavy extensions that slip as you work. Our light-weight sections extend and tighten easily, and most importantly will stay that way. All of our window cleaning poles come with RHG brand clamps with over-sized knobs, allowing a tight clamp, no matter the circumstances. The Tucker® Bravo collapses to a height of 67 inches, and weighs in at only 3 pounds. Comes with an aluminum male acme tip and wood cone tip. Great for hanging Christmas lights. Excellent for low level commercial window cleaning up to 27' Specifications: Max Extended Length: 22.5 feet Collapsed Length: 5' 7""...",Tucker > Catalog,Tucker,Tucker® Bravo Trad | Catalog | AZ Cleaning Supplies,Tucker® Bravo Trad Pole Looking for a lightweight carbon fiber / fiberglass trad pole at an exceptional value? The Tucker® Bravo Trad Pole is a ground-level...,tucker-bravo-trad,,Hidden,Physical,10,Tucker® Bravo Trad | Catalog | AZ Cleaning Supplies,Tucker® Bravo Trad Pole Looking for a lightweight carbon fiber / fiberglass trad pole at an exceptional value? The Tucker® Bravo Trad Pole is a ground-level...,N,N,N,N,254.19,,N,Y,N,Y,N,,,177.94,Tucker,T-BRAVO-BARE-ACME,N,,,N,,,Y,,,N,,254.19
,Tucker® Carbon Fiber Goosenecks,Tucker® Carbon Fiber Goosenecks,Regular,,TUCKER®-CARBON-FIBER-GOOSENECKS,Tucker® Carbon Fiber Goosenecks | Official Tucker SKU: TUCKER®-CARBON-FIBER-GOOSENECKS | Category: Accessories,Tucker > Accessories,Tucker,Tucker® Carbon Fiber Goosenecks | Accessories | AZ Cleaning Supplies,Tucker® Carbon Fiber Goosenecks. Category: Accessories. Vendor code: TUCKER®-CARBON-FIBER-GOOSENECKS. Available at AZ Cleaning Supplies.,tucker-carbon-fiber-goosenecks,,Hidden,Physical,,Tucker® Carbon Fiber Goosenecks | Accessories | AZ Cleaning Supplies,Tucker® Carbon Fiber Goosenecks. Category: Accessories. Vendor code: TUCKER®-CARBON-FIBER-GOOSENECKS. Available at AZ Cleaning Supplies.,N,N,N,N,137.78,,N,Y,N,Y,N,,,92.12,Tucker,TUCKER®-CARBON-FIBER-GOOSENECKS,N,,,N,,,Y,,,N,,137.78
,Tucker® DI Tank 1 Cube KIT,Tucker® DI Tank 1 Cubic Foot Kit,Regular,,T-DI-TANK-935-KIT,"This is a complete kit. Not just the tank and resin. These 1 cubic foot DI tanks are ideal for those in the following situations: - Low TDS (total dissolved solids) area where cost of purification is low - High TDS area in conjunction with a Tucker® reverse osmosis system for high volume production The benefit of a large DI tank like this is that you can run many gallons per minute through it and still get ultra pure water compared to smaller DI systems that need to run at much lower flow rates to achieve the best water. Simple 3/4"" brass garden hose fittings on inlet and outlet. Hook up your tap water supply hose to the inlet and your pure water supply line to the outlet. As the tap water flows through the system it is purified by the Tucker® virgin DI resin that is included in this kit. Looking for DI resin? CLICK HERE This kit includes the following: QTY 1 - 3/4"" female swivel brass garden hose inlet fitting QTY 1 - 3/4"" male brass garden hose outlet fitting QTY 1 - 1 cubic foot...",Tucker > Catalog,Tucker,Tucker® DI Tank 1 Cubic Foot Kit | Catalog | AZ Cleaning Supplies,This is a complete kit. Not just the tank and resin. These 1 cubic foot DI tanks are ideal for those in the following situations: - Low TDS (total dissolved...,tucker-di-tank-1-cube-kit,,Hidden,Physical,62.501,Tucker® DI Tank 1 Cubic Foot Kit | Catalog | AZ Cleaning Supplies,This is a complete kit. Not just the tank and resin. These 1 cubic foot DI tanks are ideal for those in the following situations: - Low TDS (total dissolved...,N,N,N,N,561.25,,N,Y,N,Y,N,,,392.88,Tucker,T-DI-TANK-935-KIT,N,,,N,,,Y,,,N,,561.25
,Tucker® DI Virgin Resin - 10 Bags,Tucker® DI Virgin Resin - 10 Bags,Regular,,20007-10,Tucker® DI Virgin Resin - 10 Bags | Official Tucker SKU: 20007-10 | Category: Catalog,Tucker > Catalog,Tucker,Tucker® DI Virgin Resin - 10 Bags | Catalog | AZ Cleaning Supplies,Tucker® DI Virgin Resin - 10 Bags. Category: Catalog. Vendor code: 20007-10. Available at AZ Cleaning Supplies.,tucker-di-virgin-resin-10-bags,,Hidden,Physical,,Tucker® DI Virgin Resin - 10 Bags | Catalog | AZ Cleaning Supplies,Tucker® DI Virgin Resin - 10 Bags. Category: Catalog. Vendor code: 20007-10. Available at AZ Cleaning Supplies.,N,N,N,N,2077.85,,N,Y,N,Y,N,,,1454.50,Tucker,20007-10,N,,,N,,,Y,,,N,,2077.85
,Tucker® Full Trim Blue Standard Size,Tucker® Full Trim Blue Standard Size,Regular,,12FT-BLUE,Tucker® Full Trim Blue Standard Size | Official Tucker SKU: 12FT-BLUE | Category: Catalog,Tucker > Catalog,Tucker,Tucker® Full Trim Blue Standard Size | Catalog | AZ Cleaning Supplies,Tucker® Full Trim Blue Standard Size. Category: Catalog. Vendor code: 12FT-BLUE. Available at AZ Cleaning Supplies.,tucker-full-trim-blue-standard-size,,Hidden,Physical,0.099,Tucker® Full Trim Blue Standard Size | Catalog | AZ Cleaning Supplies,Tucker® Full Trim Blue Standard Size. Category: Catalog. Vendor code: 12FT-BLUE. Available at AZ Cleaning Supplies.,N,N,N,N,95.71,,N,Y,N,Y,N,,,67.00,Tucker,12FT-BLUE,N,,,N,,,Y,,,N,,95.71
,Tucker® Handy Pure Kit w/ Bravo,Tucker® HandyPure Tank System KIT w/ Bravo,Regular,,T-HP-KIT-BRAVO,"Bundle and Save with Tucker® - The value added manufacturer. Kit includes: QTY 1 - Tucker® HandyPure Tank System QTY 1 - Tucker® Bravo Pole Complete QTY 1 - Tucker® 150' Hand Carry Hose Reel QTY 1 - 5' Foot Tucker® Pure water feed line for attaching DI tank to your reel (Optional) QTY 1 - Tucker® Screen Cleaner The HandyPure Tank System from Tucker® is a 1/2 cubic foot DI tank with a built in handle for easily carrying around job sites. These 1/2 cubic foot DI tanks are ideal for those in the following situations: - Low TDS (total dissolved solids) area where cost of purification is low - High TDS area in conjunction with a Tucker® reverse osmosis system for high volume production. The benefit of a smaller DI tank is that it has a built in hand carry handle that allows for easy transport around the job site. Simple 3/4"" brass garden hose fittings on inlet and outlet. Hook up your tap water supply hose to the inlet and your pure water supply line to the outlet. As the tap water flows...",Tucker > Catalog,Tucker,Tucker® HandyPure Tank System KIT w/ Bravo | Catalog | AZ Cleaning Supplies,Bundle and Save with Tucker® - The value added manufacturer. Kit includes: QTY 1 - Tucker® HandyPure Tank System QTY 1 - Tucker® Bravo Pole Complete QTY 1...,tucker-water-fed-pole-1-2-cubic-foot-di-tank-kit-w-bravo,,Hidden,Physical,99.999,Tucker® HandyPure Tank System KIT w/ Bravo | Catalog | AZ Cleaning Supplies,Bundle and Save with Tucker® - The value added manufacturer. Kit includes: QTY 1 - Tucker® HandyPure Tank System QTY 1 - Tucker® Bravo Pole Complete QTY 1...,N,N,N,N,1513.01,,N,Y,N,Y,N,,,1059.11,Tucker,T-HP-KIT-BRAVO,N,,,N,,,Y,,,N,,1513.01
,Tucker® Handy Pure w/ Bravo Kit & Screen Cleaner,Tucker® Handy Pure w/ Bravo Kit & Screen Cleaner,Regular,,T-HP-KIT-BRAVO-SC,Tucker® Handy Pure w/ Bravo Kit & Screen Cleaner | Official Tucker SKU: T-HP-KIT-BRAVO-SC | Category: Catalog,Tucker > Catalog,Tucker,Tucker® Handy Pure w/ Bravo Kit & Screen Cleaner | AZ Cleaning Supplies,Tucker® Handy Pure w/ Bravo Kit & Screen Cleaner. Category: Catalog. Vendor code: T-HP-KIT-BRAVO-SC. Available at AZ Cleaning Supplies.,tucker-handy-pure-w-bravo-kit-screen-cleaner,,Hidden,Physical,,Tucker® Handy Pure w/ Bravo Kit & Screen Cleaner | AZ Cleaning Supplies,Tucker® Handy Pure w/ Bravo Kit & Screen Cleaner. Category: Catalog. Vendor code: T-HP-KIT-BRAVO-SC. Available at AZ Cleaning Supplies.,N,N,N,N,2268.98,,N,Y,N,Y,N,,,1588.29,Tucker,T-HP-KIT-BRAVO-SC,N,,,N,,,Y,,,N,,2268.98
,Tucker® HandyPure KIT,Tucker® HandyPure Tank System,Regular,,T-HANDYPURE,"The HandyPure Tank System from Tucker® is a 1/2 cubic foot DI tank with a built in handle for easily carrying around job sites. These 1/2 cubic foot DI tanks are ideal for those in the following situations: - Low TDS (total dissolved solids) area where cost of purification is low - High TDS area in conjunction with a Tucker® reverse osmosis system for high volume production The benefit of a smaller DI tank like this is that you can easily carry it around compared to the larger 1 cubic foot DI tanks. Simple 3/4"" brass garden hose fittings on inlet and outlet. Hook up your tap water supply hose to the inlet and your pure water supply line to the outlet. As the tap water flows through the system it is purified by the Tucker® virgin DI resin that is included in this kit. Looking for Bulk DI resin? CLICK HERE This kit includes the following: QTY 1 - 3/4"" female swivel brass garden hose inlet fitting QTY 1 - 3/4"" male brass garden hose outlet fitting QTY 1 - 1/2 cubic foot DI tank QTY 1...",Tucker > Catalog,Tucker,Tucker® HandyPure Tank System | Catalog | AZ Cleaning Supplies,The HandyPure Tank System from Tucker® is a 1/2 cubic foot DI tank with a built in handle for easily carrying around job sites. These 1/2 cubic foot DI tanks...,tucker-di-tank-1-2-cubic-foot,,Hidden,Physical,62.501,Tucker® HandyPure Tank System | Catalog | AZ Cleaning Supplies,The HandyPure Tank System from Tucker® is a 1/2 cubic foot DI tank with a built in handle for easily carrying around job sites. These 1/2 cubic foot DI tanks...,N,N,N,N,534.15,,N,Y,N,Y,N,,,373.91,Tucker,T-HANDYPURE,N,,,N,,,Y,,,N,,534.15
,Tucker® HandyPure Tank (Empty),Tucker® HandyPure Tank (Empty),Regular,,T-HANDYPURE-EMPTY,Tucker® HandyPure Tank (Empty) | Official Tucker SKU: T-HANDYPURE-EMPTY | Category: Catalog,Tucker > Catalog,Tucker,Tucker® HandyPure Tank (Empty) | Catalog | AZ Cleaning Supplies,Tucker® HandyPure Tank (Empty). Category: Catalog. Vendor code: T-HANDYPURE-EMPTY. Available at AZ Cleaning Supplies.,tucker-handypure-tank-empty,,Hidden,Physical,,Tucker® HandyPure Tank (Empty) | Catalog | AZ Cleaning Supplies,Tucker® HandyPure Tank (Empty). Category: Catalog. Vendor code: T-HANDYPURE-EMPTY. Available at AZ Cleaning Supplies.,N,N,N,N,366.62,,N,Y,N,Y,N,,,256.64,Tucker,T-HANDYPURE-EMPTY,N,,,N,,,Y,,,N,,366.62
,Tucker® High Modulus 50,Tucker® High Modulus - 50 Water Fed Pole,Regular,,TUCKER-50HM,"TUCKER® HM-50 WINDOW CLEANING WATER FED POLE This water fed pole is the highest quality model we offer. Made from high modulus carbon fiber and reaching an extended length of 46', this water fed pole can clean commercial windows up to 4 stories in height without any of the extensions in use. Utilize the extensions and you can reach 70 even 80+ feet. All of our carbon fiber water fed poles have a serious rigidity that allows you to really dig in, while saving your muscles and joints from extra work. Each comes with our unique reach-around gooseneck, allowing you to attach a coarse scrubbing pad to the back of the main GLIDE brush. This attachment allows you to flip the pole over and utilize the pad to clean, when there is a little extra grime that needs attention. The Tucker® carbon fiber line water fed poles extend easily and clamp tightly with the Tucker® hand tightened clamping system. No glue is ever needed on our poles, and the clamps can be tightened or loosened on-the-fly....",Tucker > Catalog,Tucker,Tucker® High Modulus - 50 Water Fed Pole | Catalog | AZ Cleaning Supplies,TUCKER® HM-50 WINDOW CLEANING WATER FED POLE This water fed pole is the highest quality model we offer. Made from high modulus carbon fiber and reaching an...,tucker-high-modulus-50-water-fed-pole,,Hidden,Physical,10,Tucker® High Modulus - 50 Water Fed Pole | Catalog | AZ Cleaning Supplies,TUCKER® HM-50 WINDOW CLEANING WATER FED POLE This water fed pole is the highest quality model we offer. Made from high modulus carbon fiber and reaching an...,N,N,N,N,2223.31,,N,Y,N,Y,N,,,1556.32,Tucker,TUCKER-50HM,N,,,N,,,Y,,,N,,2223.31
,Tucker® JUNIOR Hybrid Pole,Tucker® JUNIOR Hybrid Pole,Regular,,TUCKER-15,"The Tucker® Junior water fed pole is made from a blend of a high grade carbon fiber material and fiber glass that is very light weight and rigid making the pole easy to control. These poles are built of incredibly high quality components right here in the USA. TUCKER® - JUNIOR WINDOW CLEANING WATER FED POLE Looking for a lightweight water-fed pole at an exceptional value? The Tucker® Junior Water Fed Pole is a 3-section ground-level pole designed to reach windows up to 15 feet in height. Made from a blend of standard modulus carbon fiber and fiberglass, this pole still maintains a good rigid frame at an ultra low cost. Nothing is worse than getting a job site, and having to struggle with heavy extensions that slip as you work. Our light-weight tubing extends and tightens easily, and most importantly will stay that way. All of our window cleaning poles come with the new Tucker® V2 clamps with over-sized knobs, allowing a tight clamp of your water fed tubing, no matter the...",Tucker > Water Fed Pole Parts,Tucker,Tucker® JUNIOR Hybrid Pole | Water Fed Pole Parts | AZ Cleaning Supplies,The Tucker® Junior water fed pole is made from a blend of a high grade carbon fiber material and fiber glass that is very light weight and rigid making the...,tucker-junior-hybrid-pole,,Hidden,Physical,5,Tucker® JUNIOR Hybrid Pole | Water Fed Pole Parts | AZ Cleaning Supplies,The Tucker® Junior water fed pole is made from a blend of a high grade carbon fiber material and fiber glass that is very light weight and rigid making the...,N,N,N,N,271.96,,N,Y,N,Y,N,,,190.38,Tucker,TUCKER-15,N,,,N,,,Y,,,N,,271.96
,Tucker® Junior Trad,Tucker® Junior Trad,Regular,,ECO-15-BARE-ACME,"Tucker® Junior Trad Pole Looking for a lightweight carbon fiber / fiberglass trad pole at an exceptional value? The Tucker® Junior Trad Pole is a ground-level pole designed to reach windows up to 15 feet in height. Made from a blend of standard modulus carbon fiber and fiberglass, this pole still maintains a good rigid frame at an amazing cost. Nothing is worse than getting a job site, and having to struggle with heavy extensions that slip as you work. Our light-weight sections extend and tighten easily, and most importantly will stay that way. All of our window cleaning poles come with RHG brand clamps with over-sized knobs, allowing a tight clamp, no matter the circumstances. The Tucker® Junior collapses to a height of 52 inches, and weighs in at only 2 pounds. Comes with an aluminum male acme tip and wood cone tip. Great for hanging Christmas lights Excellent for low level commercial window cleaning up to 15' Specifications: Max Extended Length: 11 feet Reach: 15 feet Collapsed...",Tucker > Catalog,Tucker,Tucker® Junior Trad | Catalog | AZ Cleaning Supplies,Tucker® Junior Trad Pole Looking for a lightweight carbon fiber / fiberglass trad pole at an exceptional value? The Tucker® Junior Trad Pole is a...,tucker-junior-trad,,Hidden,Physical,6.001,Tucker® Junior Trad | Catalog | AZ Cleaning Supplies,Tucker® Junior Trad Pole Looking for a lightweight carbon fiber / fiberglass trad pole at an exceptional value? The Tucker® Junior Trad Pole is a...,N,N,N,N,189.53,,N,Y,N,Y,N,,,132.67,Tucker,ECO-15-BARE-ACME,N,,,N,,,Y,,,N,,189.53
,"Tucker® Max Flow 21"" RO","Tucker® Max Flow 21"" RO",Regular,,20051-RO-V3,"The Tucker® 4 x 21"" RO Membranes are designed to operate at extremely low operating pressures. Consider replacing your RO membrane when it begins to remove less than 80% of impurities from the water. The fewer impurities the RO can remove, the more you will spend on DI filter replacements. Fits the Tucker® Skid / Wall mount systems and the Tucker® Compact. This is NOT the replacement RO membrane for the 4060 system. The correct replacement RO membrane for the 4060 is the 4 X 30"" REVERSE OSMOSIS MEMBRANE Water-resistant lubricant may be required and is available HERE",Tucker > Catalog,Tucker,"Tucker® Max Flow 21"" RO | Catalog | AZ Cleaning Supplies","The Tucker® 4 x 21"" RO Membranes are designed to operate at extremely low operating pressures. Consider replacing your RO membrane when it begins to remove...",tucker-max-flow-21-ro,,Hidden,Physical,,"Tucker® Max Flow 21"" RO | Catalog | AZ Cleaning Supplies","The Tucker® 4 x 21"" RO Membranes are designed to operate at extremely low operating pressures. Consider replacing your RO membrane when it begins to remove...",N,N,N,N,393.73,,N,Y,N,Y,N,,,275.62,Tucker,20051-RO-V3,N,,,N,,,Y,,,N,,393.73
,"Tucker® Max Flow 40"" RO w/ VFT","Tucker® Max-Flow Series w/ VFT 4 x 40"" Reverse Osmosis Membrane",Regular,,20013-RO-VF,"This Tucker® Max-Flow w/Variable Flow Technology 4 x 40"" RO membrane makes more water than any other 4 x 40"" membrane on the market today. What does this mean for you? If you replace your current (non - Tucker® branded) RO with our RO, you will instantly see more volume of water production. Regardless of your incoming pressure. You will experience the highest flow rate for that pressure available today. Whether 40 PSI or 120 you have Max flow possible at that pressure. The Tucker® 4 x 40"" RO Membrane is the best choice for any system that utilizes a 40"" Membrane. Upgrade your RO system today! These 40"" RO Membranes are designed to operate at extremely low operating pressures making them the perfect choice for the Tucker® RO/DI systems as well as any other system on the market. Consider changing your RO membrane when it has begun to remove less than 80% of the impurities in the water. The fewer impurities the RO can remove, the more you will spend on DI filter replacements. Fits the...",Tucker > Catalog,Tucker,"Tucker® Max-Flow Series w/ VFT 4 x 40"" Reverse Osmosis Membrane | AZ...","This Tucker® Max-Flow w/Variable Flow Technology 4 x 40"" RO membrane makes more water than any other 4 x 40"" membrane on the market today. What does this...",tucker-max-flow-series-4-x-40-reverse-osmosis-membrane,,Hidden,Physical,6.001,"Tucker® Max-Flow Series w/ VFT 4 x 40"" Reverse Osmosis Membrane | AZ...","This Tucker® Max-Flow w/Variable Flow Technology 4 x 40"" RO membrane makes more water than any other 4 x 40"" membrane on the market today. What does this...",N,N,N,N,498.73,,N,Y,N,Y,N,,,349.12,Tucker,20013-RO-VF,N,,,N,,,Y,,,N,,498.73
,Tucker® mini scrubber replacement pad - Walnut,Tucker® Mini Scrubber Replacement Pad - Walnut,Regular,,40019-WNP,"Looking for the replacement scrub pads for the Tucker® Mini Scrubber attachment? This is it! Includes one 4.5"" width pad.",Tucker > Catalog,Tucker,Tucker® Mini Scrubber Replacement Pad - Walnut | AZ Cleaning Supplies,"Looking for the replacement scrub pads for the Tucker® Mini Scrubber attachment? This is it! Includes one 4.5"" width pad. Available at AZ Cleaning Supplies.",tucker-mini-scrubber-replacement-pad-walnut,,Hidden,Physical,1.001,Tucker® Mini Scrubber Replacement Pad - Walnut | AZ Cleaning Supplies,"Looking for the replacement scrub pads for the Tucker® Mini Scrubber attachment? This is it! Includes one 4.5"" width pad. Available at AZ Cleaning Supplies.",N,N,N,N,2.23,,N,Y,N,Y,N,,,1.57,Tucker,40019-WNP,N,,,N,,,Y,,,N,,2.23
,Tucker® Mini scrubber w/ extra pad,Tucker® Mini Scrubber,Regular,,40019,"This Mini Scrubber from Tucker® is made to thread onto the male acme tip of our plastic adjustable Reach Around Goosenecks. This is an excellent solution for bird and bee droppings, caked on dust, and other tough jobs. Comes with one replacement 4.5"" wide pad. Extra walnut scrub pads for this scrubber are available HERE .",Tucker > Catalog,Tucker,Tucker® Mini Scrubber | Catalog | AZ Cleaning Supplies,This Mini Scrubber from Tucker® is made to thread onto the male acme tip of our plastic adjustable Reach Around Goosenecks. This is an excellent solution for...,tucker-mini-scrubber,,Hidden,Physical,2,Tucker® Mini Scrubber | Catalog | AZ Cleaning Supplies,This Mini Scrubber from Tucker® is made to thread onto the male acme tip of our plastic adjustable Reach Around Goosenecks. This is an excellent solution for...,N,N,N,N,44.97,,N,Y,N,Y,N,,,31.49,Tucker,40019,N,,,N,,,Y,,,N,,44.97
,Tucker® MQC - V2,Tucker® MQC - V2,Regular,,60005-V2,"These Tucker water fed pole male quick connects are anodized aluminum and assembled in the USA. These quick connects have a PTF replaceable union fitting built in that accepts 5/16"" pole tubing and connects to the female quick connect. If you need a replacement fitting for your 5/16"" pole tubing, this is a great option.",Tucker > Catalog,Tucker,Tucker® MQC - V2 | Catalog | AZ Cleaning Supplies,These Tucker water fed pole male quick connects are anodized aluminum and assembled in the USA. These quick connects have a PTF replaceable union fitting...,tucker-mqc-v2,,Hidden,Physical,,Tucker® MQC - V2 | Catalog | AZ Cleaning Supplies,These Tucker water fed pole male quick connects are anodized aluminum and assembled in the USA. These quick connects have a PTF replaceable union fitting...,N,N,N,N,17.68,,N,Y,N,Y,N,,,12.38,Tucker,60005-V2,N,,,N,,,Y,,,N,,17.68
,Tucker® Skid Mount RO/DI System,Tucker® Skid Mount RO/DI System,Regular,,TUCKER®-SKID-MOUNT-RO/DI-SYSTEM,Tucker® Skid Mount RO/DI System | Official Tucker SKU: TUCKER®-SKID-MOUNT-RO/DI-SYSTEM | Category: Pure Water Systems,Tucker > Pure Water Systems,Tucker,Tucker® Skid Mount RO/DI System | Pure Water Systems | AZ Cleaning Supplies,Tucker® Skid Mount RO/DI System. Category: Pure Water Systems. Vendor code: TUCKER®-SKID-MOUNT-RO/DI-SYSTEM. Available at AZ Cleaning Supplies.,tucker-skid-mount-ro-di-system,,Hidden,Physical,,Tucker® Skid Mount RO/DI System | Pure Water Systems | AZ Cleaning Supplies,Tucker® Skid Mount RO/DI System. Category: Pure Water Systems. Vendor code: TUCKER®-SKID-MOUNT-RO/DI-SYSTEM. Available at AZ Cleaning Supplies.,N,N,N,N,3752.77,,N,Y,N,Y,N,,,3666.17,Tucker,TUCKER®-SKID-MOUNT-RO/DI-SYSTEM,N,,,N,,,Y,,,N,,3752.77
,Tucker® Swivel Assembly,Tucker® Swivel Assembly,Regular,,T-SWIVEL-V1,The Tucker® swiveling gooseneck is a must have for any professional looking to tackle odd angles with their water fed pole. The swivel moves from side to side and can easily be adjusted to make the swivel action loose or rigid. All depends on the operators swiveling preference. Made in USA of strong plastic material these goosenecks are proven to last. **Currently there are issues with raw plastic material and color may vary as a result**,Tucker > Catalog,Tucker,Tucker® Swivel Assembly | Catalog | AZ Cleaning Supplies,The Tucker® swiveling gooseneck is a must have for any professional looking to tackle odd angles with their water fed pole. The swivel moves from side to...,tucker-swivel-assembly,,Hidden,Physical,,Tucker® Swivel Assembly | Catalog | AZ Cleaning Supplies,The Tucker® swiveling gooseneck is a must have for any professional looking to tackle odd angles with their water fed pole. The swivel moves from side to...,N,N,N,N,39.73,,N,Y,N,Y,N,,,27.82,Tucker,T-SWIVEL-V1,N,,,N,,,Y,,,N,,39.73
,Tucker® Swivel Assembly w/ Quick Release for #1 Clamp,Tucker® Swiveling Gooseneck V2,Regular,,T-SWIVEL-V2,"The Tucker® swiveling gooseneck is a must have for any professional looking to tackle odd angles with their water fed pole. The swivel moves from side to side and can easily be adjusted to make the swivel action loose or rigid, depending on the operators preference. This design uses a quick release stem that attaches to the #1 clamp of your Tucker® pole for easy adjustment. Made in USA of strong plastic material. These goosenecks are proven to last.",Tucker > Water Fed Pole Parts,Tucker,Tucker® Swiveling Gooseneck V2 | Water Fed Pole Parts | AZ Cleaning Supplies,The Tucker® swiveling gooseneck is a must have for any professional looking to tackle odd angles with their water fed pole. The swivel moves from side to...,tucker-swiveling-gooseneck-v2,,Hidden,Physical,1.001,Tucker® Swiveling Gooseneck V2 | Water Fed Pole Parts | AZ Cleaning Supplies,The Tucker® swiveling gooseneck is a must have for any professional looking to tackle odd angles with their water fed pole. The swivel moves from side to...,N,N,N,N,39.73,,N,Y,N,Y,N,,,27.82,Tucker,T-SWIVEL-V2,N,,,N,,,Y,,,N,,39.73
,Tucker® Water Fed Pole - 4060 4-Stage Kit,Tucker® Water Fed Pole - 4060 4-Stage Kit,Regular,,TUCKER®-WATER-FED-POLE---4060-4-STAGE-KIT,Tucker® Water Fed Pole - 4060 4-Stage Kit | Official Tucker SKU: TUCKER®-WATER-FED-POLE---4060-4-STAGE-KIT | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,Tucker® Water Fed Pole - 4060 4-Stage Kit | AZ Cleaning Supplies,Tucker® Water Fed Pole - 4060 4-Stage Kit. Category: Water Fed Pole Parts. Vendor code: TUCKER®-WATER-FED-POLE---4060-4-STAGE-KIT. Available at AZ Cleaning...,tucker-water-fed-pole-4060-4-stage-kit,,Hidden,Physical,,Tucker® Water Fed Pole - 4060 4-Stage Kit | AZ Cleaning Supplies,Tucker® Water Fed Pole - 4060 4-Stage Kit. Category: Water Fed Pole Parts. Vendor code: TUCKER®-WATER-FED-POLE---4060-4-STAGE-KIT. Available at AZ Cleaning...,N,N,N,N,4637.49,,N,Y,N,Y,N,,,3413.03,Tucker,TUCKER®-WATER-FED-POLE---4060-4-STAGE-KIT,N,,,N,,,Y,,,N,,4637.49
,Tucker® Water Fed Pole Dual User Fill N Go Kit,Tucker® Water Fed Pole Dual User Fill N Go Kit,Regular,,TUCKER®-WATER-FED-POLE-DUAL-USER-FILL-N-GO-KI,Tucker® Water Fed Pole Dual User Fill N Go Kit | Official Tucker SKU: TUCKER®-WATER-FED-POLE-DUAL-USER-FILL-N-GO-KI | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,Tucker® Water Fed Pole Dual User Fill N Go Kit | AZ Cleaning Supplies,Tucker® Water Fed Pole Dual User Fill N Go Kit. Category: Water Fed Pole Parts. Vendor code: TUCKER®-WATER-FED-POLE-DUAL-USER-FILL-N-GO-KI. Available at AZ...,tucker-water-fed-pole-dual-user-fill-n-go-kit,,Hidden,Physical,,Tucker® Water Fed Pole Dual User Fill N Go Kit | AZ Cleaning Supplies,Tucker® Water Fed Pole Dual User Fill N Go Kit. Category: Water Fed Pole Parts. Vendor code: TUCKER®-WATER-FED-POLE-DUAL-USER-FILL-N-GO-KI. Available at AZ...,N,N,N,N,9142.57,,N,Y,N,Y,N,,,6693.65,Tucker,TUCKER®-WATER-FED-POLE-DUAL-USER-FILL-N-GO-KI,N,,,N,,,Y,,,N,,9142.57
,Tucker® Water Fed Pole Single User Fill N Go Kit,Tucker® Water Fed Pole Single User Fill N Go Kit,Regular,,T-FNG-KIT,Tucker® Water Fed Pole Single User Fill N Go Kit | Official Tucker SKU: T-FNG-KIT | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,Tucker® Water Fed Pole Single User Fill N Go Kit | AZ Cleaning Supplies,Tucker® Water Fed Pole Single User Fill N Go Kit. Category: Water Fed Pole Parts. Vendor code: T-FNG-KIT. Available at AZ Cleaning Supplies.,tucker-water-fed-pole-single-user-fill-n-go-kit,,Hidden,Physical,,Tucker® Water Fed Pole Single User Fill N Go Kit | AZ Cleaning Supplies,Tucker® Water Fed Pole Single User Fill N Go Kit. Category: Water Fed Pole Parts. Vendor code: T-FNG-KIT. Available at AZ Cleaning Supplies.,N,N,N,N,6675.41,,N,Y,N,Y,N,,,5450.95,Tucker,T-FNG-KIT,N,,,N,,,Y,,,N,,6675.41
